feature,n_PH,n_nonPH,PH_mean,nonPH_mean,cohen_d,boot_d_ci_lo,boot_d_ci_hi,mwu_u,p_raw,p_holm,holm_sig,p_fdr,fdr_sig,abs_d
airway_lap_eig3_legR17,163,27,0.014818208694723924,0.012431014861373614,0.14978245461911452,-0.21879156660119137,0.4021548820588643,2376.0,0.5084398817507444,1.0,False,0.6625125731903639,False,0.14978245461911452
airway_lap_eig4_legR17,163,27,0.02163375419064703,0.018322497062209158,0.14211370972649828,-0.24507020966832865,0.39318921701360315,2401.0,0.4498075632916063,1.0,False,0.6342164126713187,False,0.14211370972649828
vein_diam_p25,163,27,2.9622519939589353,2.882353001170688,0.1417525707181038,-0.32610887195147537,0.6114356062737424,2286.0,0.7480896189581331,1.0,False,0.8258461665801307,False,0.1417525707181038
airway_lap_eig2_legR17,163,27,0.009831858391027185,0.008474922122647296,0.13892299579689815,-0.1820275167776379,0.3688570522671683,2281.0,0.7624276814892648,1.0,False,0.8299845646591996,False,0.13892299579689815
vein_diam_p10,163,27,2.24595078259158,2.305678794119093,-0.13701961397062998,-0.6586617637220455,0.3861441829157135,2020.5,0.4976274187308496,1.0,False,0.658399354013124,False,0.13701961397062998
vein_n_branches,163,27,72.49693251533742,65.0,0.13547207923398216,-0.287435408767442,0.5278566889006088,2469.5,0.31032159217227595,1.0,False,0.4852301259421042,False,0.13547207923398216
vein_n_edges,163,27,326.60122699386505,296.5925925925926,0.13179792592753767,-0.29564859153908485,0.5321341727916454,2456.5,0.3343475596679525,1.0,False,0.5067987838972506,False,0.13179792592753767
artery_tort_kurt,163,27,12.141303650440614,9.856465366151598,0.13163054213146205,-0.22583382107785765,0.4011904893023405,2154.0,0.8620206582932999,1.0,False,0.897737643337087,False,0.13163054213146205
vein_n_nodes,163,27,180.69938650306747,165.62962962962962,0.12885280728793055,-0.299776456308967,0.5386583089762892,2438.0,0.3705217412302685,1.0,False,0.5493943059621222,False,0.12885280728793055
artery_tort_skew,163,27,2.44848047900785,2.2607028947936163,0.12173329172398184,-0.25012010166991316,0.45991880881346986,2311.0,0.6776919399188395,1.0,False,0.7929456711975537,False,0.12173329172398184
whole_HU_p5,163,27,-930.1963190184049,-936.8148148148148,0.11879550470256277,-0.21964324482334652,0.3990615804010524,2304.0,0.6971355852430132,1.0,False,0.8047471185355589,False,0.11879550470256277
