cluster_method,variable,type,test,stat,pvalue,n,n_groups
gmm_k4,动脉(右下肺叶)最大密度(HU),numeric,kruskal,5.309525316258778,0.15048550055232948,95,4
gmm_k4,静脉(左上肺叶)最大密度(HU),numeric,kruskal,5.268049015308525,0.1531891298756626,92,4
gmm_k4,动脉(左上肺叶)最大密度(HU),numeric,kruskal,5.2606693242556055,0.1536749551195182,95,4
gmm_k4,ALT,numeric,kruskal,5.249361210732363,0.1544222215752656,57,4
gmm_k4,静脉(右上肺叶)血管分支数量,numeric,kruskal,5.11348363218535,0.163673440347988,95,4
gmm_k4,左右肺LAA950(%),numeric,kruskal,5.040919682017545,0.1688252092139983,95,4
gmm_k4,右肺空气体积(ml)_y,numeric,kruskal,5.033646290204672,0.1693499118626314,95,4
gmm_k4,右肺血管体积(ml),numeric,kruskal,5.001627249427306,0.17167802787098319,95,4
gmm_k4,mPAWP,numeric,kruskal,4.98019687551736,0.17325298287540908,103,4
gmm_k4,左右肺LAA950(ml),numeric,kruskal,4.956818804824536,0.1749865287188794,95,4
gmm_k4,左上肺叶代,numeric,kruskal,4.938571303178644,0.17635091531880093,95,4
gmm_k4,medical_record_no,numeric,kruskal,3.413584847547156,0.1814468648522384,53,3
gmm_k4,左右肺支气管长度(cm),numeric,kruskal,4.788833246205964,0.18792913139410797,95,4
gmm_k4,肺血管最小密度(HU),numeric,kruskal,4.756317898343576,0.19053543994142624,95,4
gmm_k4,动脉(右上肺叶)弯曲度,numeric,kruskal,4.731230237903561,0.19256937132156773,95,4
gmm_k4,右肺容积(ml)_y,numeric,kruskal,4.712027138157907,0.19413987718939962,95,4
gmm_k4,AST,numeric,kruskal,4.6191143775173735,0.20190847289082117,56,4
gmm_k4,左右肺LAA910(%),numeric,kruskal,4.539110471491199,0.20882814010483575,95,4
gmm_k4,左右肺空气体积(ml),numeric,kruskal,4.513486842105237,0.21109044200867041,95,4
gmm_k4,右肺LAA910(%)_y,numeric,kruskal,4.508114035087715,0.21156767483742675,95,4
gmm_k4,左右肺支气管数量,numeric,kruskal,4.501696153273301,0.21213904424901123,95,4
gmm_k4,TBIL,numeric,kruskal,4.480894526615826,0.21400079598712654,57,4
gmm_k4,动脉血管分支数量_y,numeric,kruskal,4.456127025969278,0.2162371999926895,95,4
gmm_k4,右下肺叶代,numeric,kruskal,4.37145546505213,0.22404676791901762,95,4
gmm_k4,左右肺代,numeric,kruskal,4.369519686514623,0.22422831587801226,95,4
gmm_k4,动脉最大密度(HU),numeric,kruskal,4.338716301035497,0.22713552316660507,95,4
gmm_k4,动脉(右上肺叶)平均密度(HU),numeric,kruskal,4.300601759666878,0.2307807674236776,95,4
gmm_k4,静脉(左下肺叶)弯曲度,numeric,kruskal,4.297119482737371,0.2311164774846599,92,4
gmm_k4,右肺LAA910(ml)_y,numeric,kruskal,4.283196271929853,0.23246323862274415,95,4
gmm_k4,ALB,numeric,kruskal,4.167992916653418,0.24388600142637226,105,4
gmm_k4,左右肺LAA910(ml),numeric,kruskal,4.165460526315769,0.24414277186593783,95,4
gmm_k4,动脉平均密度(HU),numeric,kruskal,4.14870476973681,0.24584795094600434,95,4
gmm_k4,NT-ProBNP,numeric,kruskal,4.110697104314141,0.24975627336504974,77,4
gmm_k4,WBC,numeric,kruskal,4.0780265087579455,0.25316100619185755,105,4
gmm_k4,APTT,numeric,kruskal,4.026362516362522,0.25863148944980474,56,4
gmm_k4,左肺空气体积(ml)_y,numeric,kruskal,3.88678956505845,0.2739511612400492,95,4
gmm_k4,动脉(右下肺叶)容积(ml),numeric,kruskal,3.8382355850249525,0.27946990631497864,95,4
gmm_k4,左右肺容积(ml),numeric,kruskal,3.836149945175464,0.2797091940156576,95,4
gmm_k4,death_time,categorical,chi2,12.0,0.2850565003166312,6,3
gmm_k4,动脉(左下肺叶)弯曲度,numeric,kruskal,3.757545344292308,0.2888630887995009,95,4
gmm_k4,RBC,numeric,kruskal,3.7270715063744464,0.29248365684770117,105,4
gmm_k4,左右肺弯曲度,numeric,kruskal,3.7170778508771605,0.29367981584330216,95,4
gmm_k4,左肺支气管体积(ml).1,numeric,kruskal,3.5335731907894683,0.31643382461195896,95,4
gmm_k4,左肺容积(ml)_y,numeric,kruskal,3.462938596491199,0.32560076726928805,95,4
gmm_k4,UA,numeric,kruskal,3.4214688225255117,0.3310910863216988,57,4
gmm_k4,动脉(右上肺叶)最大密度(HU),numeric,kruskal,3.4154650174796073,0.33189265683333524,95,4
gmm_k4,静脉(右上肺叶)最小密度(HU),numeric,kruskal,3.401904993694667,0.3337093336757027,95,4
gmm_k4,静脉(右下肺叶)最小密度(HU),numeric,kruskal,3.3783696059261654,0.33688315092420285,95,4
gmm_k4,左肺支气管体积(ml),numeric,kruskal,3.3589778857489736,0.33951801495643363,95,4
gmm_k4,mPAP,numeric,kruskal,3.350942877285635,0.34061504823979033,105,4
gmm_k4,左右肺分形维度,numeric,kruskal,3.274753289473665,0.35117200256861214,95,4
gmm_k4,mRAP,numeric,kruskal,3.202773126172012,0.361405656516984,104,4
gmm_k4,静脉容积(ml)_y,numeric,kruskal,3.184980354532172,0.363974700971609,95,4
gmm_k4,静脉(右中肺叶)容积(ml),numeric,kruskal,3.175473988979159,0.3653537388763768,95,4
gmm_k4,动脉(右下肺叶)平均密度(HU),numeric,kruskal,3.170956609263789,0.36601062715242827,95,4
gmm_k4,左肺LAA910(ml)_y,numeric,kruskal,3.162959155701742,0.3671760589093835,95,4
gmm_k4,动脉(右中肺叶)容积(ml),numeric,kruskal,3.1617015425356416,0.3673596152752976,95,4
gmm_k4,动脉(右上肺叶)最小密度(HU),numeric,kruskal,3.160842287632961,0.3674850741933118,95,4
gmm_k4,动脉最小密度(HU),numeric,kruskal,3.1482894502645533,0.36932210602848,95,4
gmm_k4,静脉(右上肺叶)弯曲度,numeric,kruskal,3.0987234004482653,0.37665301172317023,95,4
gmm_k4,静脉(左下肺叶)最小密度(HU),numeric,kruskal,2.9560942946327042,0.39844422773723576,92,4
gmm_k4,CI,numeric,kruskal,2.9390438806486214,0.4011192091404171,104,4
gmm_k4,静脉BV10+(ml)_y,numeric,kruskal,2.9373012609649436,0.4013934519608531,95,4
gmm_k4,左肺LAA950(ml)_y,numeric,kruskal,2.9269759685672625,0.4030216190075202,95,4
gmm_k4,动脉(左下肺叶)最小密度(HU),numeric,kruskal,2.9239078922179162,0.40350648344782225,95,4
gmm_k4,右肺体积钙化(mm3),numeric,kruskal,2.909831871345034,0.40573727209393706,95,4
gmm_k4,静脉(右下肺叶)血管分支数量,numeric,kruskal,2.851651958565317,0.4150675157412287,95,4
gmm_k4,静脉(左下肺叶)平均密度(HU),numeric,kruskal,2.8382742161697365,0.41723799414020446,92,4
gmm_k4,静脉(左上肺叶)弯曲度,numeric,kruskal,2.8329853683671242,0.41809868409916573,92,4
gmm_k4,左肺肺组织体积(ml)_y,numeric,kruskal,2.7867415935672852,0.42568713998740026,95,4
gmm_k4,左肺质量(g)_y,numeric,kruskal,2.7867415935672852,0.42568713998740026,95,4
gmm_k4,DBIL,numeric,kruskal,2.7482026950484704,0.4320978043318122,57,4
gmm_k4,静脉(右下肺叶)容积(ml),numeric,kruskal,2.7248231871217765,0.43602532324895127,95,4
gmm_k4,Ca,numeric,kruskal,2.7055292481518007,0.4392884742235289,57,4
gmm_k4,PA,numeric,kruskal,2.676312138637972,0.4442678192182694,102,4
gmm_k4,CO,numeric,kruskal,2.5802561955627956,0.4609614092170845,104,4
gmm_k4,动脉(右中肺叶)弯曲度,numeric,kruskal,2.5738667207969566,0.4620894786753962,95,4
gmm_k4,gender,categorical,chi2,2.5549169636722775,0.4654480564093615,105,4
gmm_k4,TPR,numeric,kruskal,2.5530874051499546,0.46577334773108403,103,4
gmm_k4,右肺Agatston钙化,numeric,kruskal,2.506880482456097,0.474048909328768,95,4
gmm_k4,静脉BV5(ml)_y,numeric,kruskal,2.480592105263156,0.4788087374086144,95,4
gmm_k4,静脉(右中肺叶)最大密度(HU),numeric,kruskal,2.4272487160492986,0.48858243965438597,95,4
gmm_k4,K+,numeric,kruskal,2.405222410864243,0.4926632129663139,57,4
gmm_k4,静脉弯曲度,numeric,kruskal,2.388964906632293,0.4956921075510168,95,4
gmm_k4,动脉(左上肺叶)弯曲度,numeric,kruskal,2.3877544927206356,0.49591819066184684,95,4
gmm_k4,静脉(右中肺叶)血管分支数量,numeric,kruskal,2.385012634583264,0.49643061360203933,95,4
gmm_k4,左肺支气管长度(cm).1,numeric,kruskal,2.3050804093567194,0.5115483341652021,95,4
gmm_k4,肺血管血管分支数量_y,numeric,kruskal,2.2997172645085913,0.5125750737557837,95,4
gmm_k4,Crea,numeric,kruskal,2.292867999564901,0.5138885856977788,57,4
gmm_k4,静脉(右中肺叶)最小密度(HU),numeric,kruskal,2.2654035742584995,0.5191810433901112,95,4
gmm_k4,动脉弯曲度,numeric,kruskal,2.2271822341673038,0.5266141827733317,95,4
gmm_k4,左肺LAA950(%)_y,numeric,kruskal,2.191712353801165,0.5335826233687648,95,4
gmm_k4,左下肺叶支气管体积(ml),numeric,kruskal,2.169446084921775,0.5379915858417725,95,4
gmm_k4,静脉血管分支数量_y,numeric,kruskal,1.9976815924126579,0.5728880380802097,95,4
gmm_k4,左肺支气管长度(cm),numeric,kruskal,1.9728926262012663,0.5780519615632627,95,4
gmm_k4,Cl-,numeric,kruskal,1.942874712799135,0.5843475136305534,57,4
gmm_k4,动脉(左下肺叶)平均密度(HU),numeric,kruskal,1.9369905884502714,0.5855869783375871,95,4
gmm_k4,左肺LAA910(%)_y,numeric,kruskal,1.9123560855263122,0.5907952548206155,95,4
gmm_k4,左肺支气管数量.1,numeric,kruskal,1.8650542181473153,0.6008817407565736,95,4
gmm_k4,左右肺肺组织体积(ml),numeric,kruskal,1.820908717105283,0.6103955691228133,95,4
gmm_k4,左右肺质量(g),numeric,kruskal,1.820908717105283,0.6103955691228133,95,4
gmm_k4,左右肺支气管数量[D<2mm],numeric,kruskal,1.79396161112518,0.6162498377329821,95,4
gmm_k4,动脉BV5(ml)_y,numeric,kruskal,1.649387792397647,0.6482440278905639,95,4
gmm_k4,静脉BV10(ml)_y,numeric,kruskal,1.6058845029239706,0.6580562853835623,95,4
gmm_k4,左肺支气管数量,numeric,kruskal,1.6030797558997585,0.6586917074809491,95,4
gmm_k4,动脉(左下肺叶)容积(ml),numeric,kruskal,1.5661572551169343,0.6670875430892484,95,4
gmm_k4,动脉(右中肺叶)最大密度(HU),numeric,kruskal,1.5649869591093701,0.6673545869874409,95,4
gmm_k4,death,categorical,chi2,1.55729833546735,0.6691104149414312,105,4
gmm_k4,动脉(左下肺叶)最大密度(HU),numeric,kruskal,1.5257897553927022,0.6763309869755387,95,4
gmm_k4,肺血管弯曲度,numeric,kruskal,1.4984725974504642,0.6826228989006191,95,4
gmm_k4,动脉(右下肺叶)血管分支数量,numeric,kruskal,1.3857693480367854,0.7088738395232266,95,4
gmm_k4,肺血管分形维度,numeric,kruskal,1.3680395650584387,0.7130432340391342,95,4
gmm_k4,PVR,numeric,kruskal,1.3437628937081716,0.7187682974896392,104,4
gmm_k4,动脉分形维度,numeric,kruskal,1.328591008771923,0.7223553138307375,95,4
gmm_k4,左肺血管体积(ml),numeric,kruskal,1.2848816316053049,0.7327261752396965,95,4
gmm_k4,动脉(右中肺叶)血管分支数量,numeric,kruskal,1.2691650386821371,0.736467836567853,95,4
gmm_k4,肺血管BV5(ml)_y,numeric,kruskal,1.2289108187134161,0.7460789797579166,95,4
gmm_k4,Sex,numeric,kruskal,1.1992947227106872,0.753173471256251,89,4
gmm_k4,左右肺Pi10(mm),numeric,kruskal,1.1934210526315496,0.7545826437092674,95,4
gmm_k4,id_card_no_y,numeric,kruskal,1.1174276358206612,0.7728687359747275,94,4
gmm_k4,右肺肺组织体积(ml)_y,numeric,kruskal,0.9982090643274546,0.8016853107875199,95,4
gmm_k4,右肺质量(g)_y,numeric,kruskal,0.9982090643274546,0.8016853107875199,95,4
gmm_k4,左下肺叶支气管数量,numeric,kruskal,0.9955290675682176,0.8023337898548711,95,4
gmm_k4,静脉(左下肺叶)最大密度(HU),numeric,kruskal,0.9399837765267259,0.815769632518559,92,4
gmm_k4,静脉(右下肺叶)最大密度(HU),numeric,kruskal,0.9063829861694372,0.8238871806469816,95,4
gmm_k4,左下肺叶支气管长度(cm),numeric,kruskal,0.8775473696950176,0.8308424840202775,95,4
gmm_k4,HB,numeric,kruskal,0.8521778239974243,0.8369503018076918,105,4
gmm_k4,左肺代,numeric,kruskal,0.8478471246123593,0.8379916660424527,95,4
gmm_k4,左右肺支气管体积(ml)[D<2mm],numeric,kruskal,0.8212445146058238,0.8443791675549775,95,4
gmm_k4,静脉(右下肺叶)弯曲度,numeric,kruskal,0.7805277505561121,0.8541186430361792,95,4
gmm_k4,静脉分形维度,numeric,kruskal,0.6742712902046719,0.8792382593588105,95,4
gmm_k4,动脉(右下肺叶)最小密度(HU),numeric,kruskal,0.552610196611938,0.9071901477700697,95,4
gmm_k4,左下肺叶代,numeric,kruskal,0.5513379686163805,0.9074762851951688,95,4
gmm_k4,Age,numeric,kruskal,0.5243248705389457,0.9135157512943636,89,4
gmm_k4,telephone,numeric,kruskal,0.4696153846153379,0.9255142335870252,104,4
gmm_k4,动脉(右中肺叶)最小密度(HU),numeric,kruskal,0.4469119419487217,0.9303898536225336,95,4
gmm_k4,SVR,numeric,kruskal,0.28646383162730926,0.962553835466273,103,4
gmm_k4,动脉(左下肺叶)血管分支数量,numeric,kruskal,0.26292101939989637,0.9668441985580063,95,4
gmm_k4,PLT,numeric,kruskal,0.18856311886930216,0.9794141368646321,105,4
gmm_k4,静脉(左下肺叶)容积(ml),numeric,kruskal,0.13014510348017438,0.9879893271541778,92,4
gmm_k4,静脉(左下肺叶)血管分支数量,numeric,kruskal,0.10892820825431955,0.9907448915839387,92,4
gmm_k5,etiology_y,categorical,chi2,101.04911136320666,4.345718868208806e-08,94,5
gmm_k5,PH_targeted_therapy_drug_name|shsfkyy_ph_chenchang_3_0_dp,categorical,chi2,18.470588235294116,0.0009983045553862166,36,3
gmm_k5,静脉(左上肺叶)血管分支数量,numeric,kruskal,11.04322517069723,0.0039993933760582535,90,3
gmm_k5,静脉(右上肺叶)最小密度(HU),numeric,kruskal,10.937061187656237,0.004217424717099278,93,3
gmm_k5,mPAP,numeric,kruskal,10.275936262648479,0.005869603869477848,103,3
gmm_k5,静脉(左上肺叶)最小密度(HU),numeric,kruskal,9.801700532654419,0.007440254183087763,90,3
gmm_k5,动脉(左上肺叶)血管分支数量,numeric,kruskal,9.791543539129185,0.0074781355987760855,93,3
gmm_k5,动脉(左上肺叶)最小密度(HU),numeric,kruskal,9.090689100585205,0.010616514162949394,93,3
gmm_k5,静脉血管分支数量_y,numeric,kruskal,8.820067095901381,0.012154770555431729,93,3
gmm_k5,左右肺支气管数量[D<2mm],numeric,kruskal,8.720808125145528,0.012773225424347553,93,3
gmm_k5,肺血管血管分支数量_y,numeric,kruskal,8.660799347361081,0.013162285819456374,93,3
gmm_k5,静脉BV5(ml)_y,numeric,kruskal,8.419570318111425,0.014849558288533534,93,3
gmm_k5,TPR,numeric,kruskal,8.236150030420129,0.01627581500205605,101,3
gmm_k5,肺血管BV5(ml)_y,numeric,kruskal,7.83806323921408,0.019860317777597624,93,3
gmm_k5,静脉最小密度(HU),numeric,kruskal,7.693065002419414,0.021353651975692535,93,3
gmm_k5,右上肺叶支气管数量,numeric,kruskal,7.599212770398499,0.022379579056280845,93,3
gmm_k5,右上肺叶支气管长度(cm),numeric,kruskal,7.3939647278261225,0.024798245757120495,93,3
gmm_k5,静脉(右上肺叶)血管分支数量,numeric,kruskal,7.176330971919643,0.0276490064165946,93,3
gmm_k5,右肺平均密度(HU)_y,numeric,kruskal,7.140168020728595,0.028153488396130903,93,3
gmm_k5,左右肺支气管体积(ml)[D<2mm],numeric,kruskal,7.0957664782816,0.028785507245494203,93,3
gmm_k5,右肺支气管数量.1,numeric,kruskal,7.083593011017616,0.028961251271511362,93,3
gmm_k5,左右肺平均密度(HU),numeric,kruskal,7.050376955941147,0.02944625687531398,93,3
gmm_k5,动脉BV5(ml)_y,numeric,kruskal,7.025429229647841,0.029815865887374855,93,3
gmm_k5,右上肺叶代,numeric,kruskal,6.919423193929392,0.031438827764364186,93,3
gmm_k5,mRAP,numeric,kruskal,6.890272682738928,0.03190041240018349,102,3
gmm_k5,动脉BV10+(ml)_y,numeric,kruskal,6.77102786334882,0.03386023602543132,93,3
gmm_k5,动脉血管分支数量_y,numeric,kruskal,6.638940871910586,0.036171982064067965,93,3
gmm_k5,静脉(左上肺叶)平均密度(HU),numeric,kruskal,6.63217117554467,0.036294626180592544,90,3
gmm_k5,右肺LAA950(ml)_y,numeric,kruskal,6.561419610221662,0.037601557554936625,93,3
gmm_k5,动脉(右上肺叶)容积(ml),numeric,kruskal,6.529715704442178,0.038202365079085046,93,3
gmm_k5,右上肺叶支气管体积(ml),numeric,kruskal,6.478798891509441,0.039187422206395456,93,3
gmm_k5,右肺LAA950(%)_y,numeric,kruskal,6.4245183636334104,0.040265543255739965,93,3
gmm_k5,左右肺密度标准差(HU),numeric,kruskal,6.3626544934105596,0.041530497309535654,93,3
gmm_k5,右肺支气管体积(ml).1,numeric,kruskal,6.279710885168129,0.04328905520364385,93,3
gmm_k5,右肺密度标准差(HU)_y,numeric,kruskal,6.20688416785049,0.044894405822383535,93,3
gmm_k5,肺血管最小密度(HU),numeric,kruskal,6.18823700958213,0.04531493976210032,93,3
gmm_k5,左右肺LAA910(%),numeric,kruskal,6.15972876197776,0.045965490020655045,93,3
gmm_k5,肺血管BV10+(ml)_y,numeric,kruskal,6.121820348704205,0.04684503865776929,93,3
gmm_k5,右肺LAA910(ml)_y,numeric,kruskal,6.0450617973642125,0.048677863587838266,93,3
gmm_k5,右肺LAA910(%)_y,numeric,kruskal,6.035684453028182,0.048906634027737664,93,3
gmm_k5,PH,categorical,chi2,9.515001780626783,0.04943990521705585,105,5
gmm_k5,WHO Group,categorical,chi2,9.515001780626783,0.04943990521705585,105,5
gmm_k5,静脉(左上肺叶)容积(ml),numeric,kruskal,5.973772011121412,0.050444275592860514,90,3
gmm_k5,动脉(左上肺叶)容积(ml),numeric,kruskal,5.960202816661592,0.05078768330955887,93,3
gmm_k5,静脉(右中肺叶)最小密度(HU),numeric,kruskal,5.9403914696843,0.05129326946927492,93,3
gmm_k5,左肺平均密度(HU)_y,numeric,kruskal,5.899533393986815,0.05235191838373788,93,3
gmm_k5,静脉(右中肺叶)血管分支数量,numeric,kruskal,5.871061745011301,0.053102521153787795,93,3
gmm_k5,左右肺LAA950(%),numeric,kruskal,5.743603454055005,0.05659686256475506,93,3
gmm_k5,右肺支气管长度(cm).1,numeric,kruskal,5.734252712114198,0.056862093436222665,93,3
gmm_k5,静脉(右下肺叶)最小密度(HU),numeric,kruskal,5.729187607154967,0.057006282177661335,93,3
gmm_k5,PA,numeric,kruskal,5.723461526325096,0.0571697273308341,100,3
gmm_k5,动脉(右上肺叶)血管分支数量,numeric,kruskal,5.708645590040335,0.05759481141029045,93,3
gmm_k5,右肺空气体积(ml)_y,numeric,kruskal,5.61086814256754,0.0604805126201948,93,3
gmm_k5,PVR,numeric,kruskal,5.552478634157486,0.062272253780080514,102,3
gmm_k5,左右肺LAA910(ml),numeric,kruskal,5.487685751225058,0.06432268724918325,93,3
gmm_k5,左右肺LAA950(ml),numeric,kruskal,5.425100956090091,0.06636732227534775,93,3
gmm_k5,mPAWP,numeric,kruskal,5.405534349754527,0.06701980040104566,101,3
gmm_k5,动脉(右上肺叶)最小密度(HU),numeric,kruskal,5.333336833588937,0.06948332961798823,93,3
gmm_k5,静脉(右上肺叶)容积(ml),numeric,kruskal,5.329102080196441,0.06963060786764169,93,3
gmm_k5,动脉(右中肺叶)血管分支数量,numeric,kruskal,5.319421029738754,0.06996847364593467,93,3
gmm_k5,右肺容积(ml)_y,numeric,kruskal,5.1662490090607776,0.07553761729200711,93,3
gmm_k5,左肺密度标准差(HU)_y,numeric,kruskal,5.020920123647954,0.0812308594256874,93,3
gmm_k5,静脉(右中肺叶)平均密度(HU),numeric,kruskal,5.012247024750117,0.08158388596965611,93,3
gmm_k5,静脉(右上肺叶)平均密度(HU),numeric,kruskal,4.997930799987541,0.08216996771091614,93,3
gmm_k5,静脉(右下肺叶)血管分支数量,numeric,kruskal,4.986584685927026,0.08263744738959011,93,3
gmm_k5,Na+,numeric,kruskal,2.9728047273181857,0.0846749319345615,55,2
gmm_k5,动脉(右中肺叶)最小密度(HU),numeric,kruskal,4.915674210525342,0.08561993775451089,93,3
gmm_k5,动脉(右上肺叶)平均密度(HU),numeric,kruskal,4.859163266305785,0.08807367198010337,93,3
gmm_k5,右下肺叶支气管数量,numeric,kruskal,4.847328633506039,0.08859637674324986,93,3
gmm_k5,ALB,numeric,kruskal,4.795069932519598,0.09094185195061534,103,3
gmm_k5,左肺LAA950(%)_y,numeric,kruskal,4.786231132251146,0.09134464979015565,93,3
gmm_k5,动脉(右中肺叶)最大密度(HU),numeric,kruskal,4.784802836576092,0.09140990667303038,93,3
gmm_k5,右下肺叶代,numeric,kruskal,4.765799693822569,0.09228258376223279,93,3
gmm_k5,右肺代,numeric,kruskal,4.702594805436876,0.09524551023578817,93,3
gmm_k5,右中肺叶代,numeric,kruskal,4.692608085683086,0.09572229473267815,93,3
gmm_k5,动脉(左上肺叶)平均密度(HU),numeric,kruskal,4.6891430304384585,0.09588827999788307,93,3
gmm_k5,序列号_y,numeric,kruskal,4.677856163315557,0.09643094895321241,93,3
gmm_k5,左右肺支气管体积(ml).1,numeric,kruskal,4.670372380329127,0.09679245904473673,93,3
gmm_k5,静脉(左上肺叶)最大密度(HU),numeric,kruskal,4.627302400193415,0.09889948970271038,90,3
gmm_k5,静脉BV10(ml)_y,numeric,kruskal,4.614039148084885,0.09955753367450532,93,3
gmm_k5,左右肺支气管数量.1,numeric,kruskal,4.598527462110554,0.1003326883772977,93,3
gmm_k5,动脉(右下肺叶)最小密度(HU),numeric,kruskal,4.545575848618249,0.10302455467005626,93,3
gmm_k5,NT-ProBNP,numeric,kruskal,4.518915866741935,0.10440706500402099,76,3
gmm_k5,左肺LAA950(ml)_y,numeric,kruskal,4.473259272264897,0.10681791360551986,93,3
gmm_k5,左肺LAA910(%)_y,numeric,kruskal,4.424848233334956,0.10943504340396627,93,3
gmm_k5,动脉最小密度(HU),numeric,kruskal,4.379787839290923,0.11192862141542519,93,3
gmm_k5,RBC,numeric,kruskal,4.31680231983382,0.1155096549449587,103,3
gmm_k5,肺血管BV10(ml)_y,numeric,kruskal,4.289045665671722,0.11712391139701718,93,3
gmm_k5,左右肺空气体积(ml),numeric,kruskal,4.256316738759153,0.11905634989986619,93,3
gmm_k5,检查日期_y,numeric,kruskal,4.216785377630687,0.12143299026284002,103,3
gmm_k5,右下肺叶支气管长度(cm),numeric,kruskal,4.207444487652199,0.12200146284034928,93,3
gmm_k5,左肺LAA910(ml)_y,numeric,kruskal,4.082970210637768,0.1298357478689542,93,3
gmm_k5,动脉(右下肺叶)血管分支数量,numeric,kruskal,4.042310410460899,0.13250230927324025,93,3
gmm_k5,右下肺叶支气管体积(ml),numeric,kruskal,4.041131160290826,0.1325804589958673,93,3
gmm_k5,左肺代,numeric,kruskal,3.9278525334608467,0.14030645747620674,93,3
gmm_k5,静脉平均密度(HU),numeric,kruskal,3.8473155522923435,0.14607168623790498,93,3
gmm_k5,动脉(左下肺叶)最大密度(HU),numeric,kruskal,3.8232538244530465,0.1478396686705648,93,3
gmm_k5,静脉弯曲度,numeric,kruskal,3.7900153604500657,0.15031718057219393,93,3
gmm_k5,右肺支气管数量,numeric,kruskal,3.7241254247315108,0.15535185345731406,93,3
gmm_k5,左右肺支气管长度(cm).1,numeric,kruskal,3.6878927178603362,0.15819191060528182,93,3
gmm_k5,动脉(左上肺叶)最大密度(HU),numeric,kruskal,3.6873421061899814,0.1582354677568432,93,3
gmm_k5,CO,numeric,kruskal,3.5814679116321866,0.16683767323843976,102,3
gmm_k5,左右肺容积(ml),numeric,kruskal,3.5271929684548695,0.17142721852543977,93,3
gmm_k5,Sex,numeric,kruskal,1.8206157965194225,0.17723999429219023,86,2
gmm_k5,左肺空气体积(ml)_y,numeric,kruskal,3.4460530026123593,0.17852502325123745,93,3
gmm_k5,静脉(右中肺叶)最大密度(HU),numeric,kruskal,3.440722478073228,0.1790014739108216,93,3
gmm_k5,左右肺分形维度,numeric,kruskal,3.4023106840539867,0.18247258397718835,93,3
gmm_k5,右肺支气管长度(cm),numeric,kruskal,3.3567806119194272,0.18667422270570863,93,3
gmm_k5,右中肺叶支气管体积(ml),numeric,kruskal,3.181215207131123,0.20380174344063365,93,3
gmm_k5,gender,categorical,chi2,5.737185594512194,0.21965393922539908,105,5
gmm_k5,Age,numeric,kruskal,1.5023749945084648,0.220306291557776,86,2
gmm_k5,肺血管平均密度(HU),numeric,kruskal,2.9241991348901024,0.23174919051978107,93,3
gmm_k5,静脉BV10+(ml)_y,numeric,kruskal,2.916292903013016,0.2326671351138695,93,3
gmm_k5,左肺容积(ml)_y,numeric,kruskal,2.8808664932190595,0.2368251327667395,93,3
gmm_k5,telephone,numeric,kruskal,2.7735910306892606,0.2498747428330159,102,3
gmm_k5,UA,numeric,kruskal,1.3202930931597756,0.2505394564076079,55,2
gmm_k5,左右肺支气管数量,numeric,kruskal,2.764296484611526,0.25103868146397496,93,3
gmm_k5,动脉(左下肺叶)容积(ml),numeric,kruskal,2.700733694061796,0.2591451765677066,93,3
gmm_k5,右中肺叶支气管数量,numeric,kruskal,2.6601155337586184,0.2644619837150638,93,3
gmm_k5,动脉平均密度(HU),numeric,kruskal,2.6076838358525833,0.2714867570096117,93,3
gmm_k5,右肺肺组织体积(ml)_y,numeric,kruskal,2.5976760147483446,0.27284865702898137,93,3
gmm_k5,右肺质量(g)_y,numeric,kruskal,2.5976760147483446,0.27284865702898137,93,3
gmm_k5,动脉BV10(ml)_y,numeric,kruskal,2.5482594052768377,0.2796742621094527,93,3
gmm_k5,动脉(右下肺叶)弯曲度,numeric,kruskal,2.5301056804820767,0.28222438294209673,93,3
gmm_k5,右肺支气管体积(ml),numeric,kruskal,2.5262740202092293,0.2827655951899992,93,3
gmm_k5,静脉(右下肺叶)平均密度(HU),numeric,kruskal,2.4865018728515227,0.28844497577939193,93,3
gmm_k5,静脉(左下肺叶)最大密度(HU),numeric,kruskal,2.479141439602876,0.2895084715214813,90,3
gmm_k5,动脉容积(ml),numeric,kruskal,2.4714476491463415,0.29062432518910575,93,3
gmm_k5,左右肺支气管长度(cm),numeric,kruskal,2.435659811151944,0.2958715399313523,93,3
gmm_k5,左下肺叶支气管长度(cm),numeric,kruskal,2.4335292456744515,0.29618689471690957,93,3
gmm_k5,左肺支气管数量.1,numeric,kruskal,2.3383609002679315,0.3106214067099382,93,3
gmm_k5,PT-INR,numeric,kruskal,1.0035043494654017,0.3164640410423319,53,2
gmm_k5,静脉(左上肺叶)弯曲度,numeric,kruskal,2.2872236197537745,0.31866597985213757,90,3
gmm_k5,CI,numeric,kruskal,2.2431203838083267,0.32577113243747047,102,3
gmm_k5,K+,numeric,kruskal,0.9651165534818926,0.3259011236205309,55,2
gmm_k5,左下肺叶代,numeric,kruskal,2.239705305989399,0.32632787451579426,93,3
gmm_k5,左下肺叶支气管数量,numeric,kruskal,2.2096730482475815,0.33126503165710647,93,3
gmm_k5,右肺Agatston钙化,numeric,kruskal,2.1448819651721465,0.3421722606601344,93,3
gmm_k5,动脉(右下肺叶)容积(ml),numeric,kruskal,2.1281569543777663,0.3450456757661746,93,3
gmm_k5,左上肺叶支气管数量,numeric,kruskal,2.1002653328837337,0.34989132719448923,93,3
