target,real_rho,real_abs_rho,null_99_pct_abs,n_perms,gate_real_above_99_null
R24.A_pseudotime,0.21251776432222508,0.21251776432222508,0.2564375741799301,1000,False
R24.G_ssl_severity,0.25169259299714913,0.25169259299714913,0.23907208971212224,1000,True
