prevalence,net_benefit_model,net_benefit_treat_all,delta_nb
0.1,-0.24099649153607022,-8.206905271473897,7.965908779937826
0.25,-0.3431705316579514,-2.217331397268727,1.8741608656107756
0.5,-0.1167002610751307,-0.6650907049028529,0.5483904438277223
0.86,0.6096015160626899,0.6275601688308768,-0.017958652768186978
