cluster,n,ph_rate,artery_attn,vein_attn,airway_attn
0,189,0.8571428571428571,0.3740227325696165,0.42174752567141577,0.20422974328542862
1,80,0.025,0.4493610270897534,0.33015981950302375,0.22047915383020583
